Name	Type	Subtype	F X-Ray	F X-Ray Error	B	B Error	V	V Error	R	R Error	I	I Error	F IR	F IR Error	F Radio / mJy	F Radio Error	F Radio Freq GHz	T|R-O| (UT)
131730.81-011402.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.025	0.0	0.022	18.301	0.022	0	0	15.616	0.259	1.62041497824	0	1.4	1
131732.75+363059.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.018	17.808	0.011	0	0	15.416	0.141	21.2044127309	0	1.4	1
131736.49+342515.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.02	0.0	0.016	18.22	0.022	0	0	16.105	0.278	421.139763504	0	1.4	1
131740.92+220419.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.072	0.0	0.023	19.907	0.019	0	0	0	0	8.59857035156	0	1.4	1
131750.32+601040.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.027	0.0	0.031	17.436	0.033	0	0	13.469	0.045	2.00090398385	0	1.4	1
131757.98+044922.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.042	0.0	0.017	18.349	0.021	0	0	15.835	0.296	4.72962000046	0	1.4	1
131801.20+085737.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.154	0.0	0.017	19.028	0.018	0	0	0	0	5.68101909351	0	1.4	1
131801.87+470627.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.036	0.0	0.048	18.12	0.037	0	0	15.869	0.251	1.96981866784	0	1.4	1
131806.29+223540.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.023	0.0	0.023	19.035	0.019	0	0	0	0	5.11948469412	0	1.4	1
131814.02+341805.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.747	0.0	0.247	20.635	0.035	0	0	0	0	3.72929079247	0	1.4	1
131814.28+180714.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.034	0.0	0.026	19.441	0.021	0	0	16.332	0.305	121.011389836	0	1.4	1
131819.23+564959.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.064	0.0	0.023	19.802	0.023	0	0	0	0	33.7929611406	0	1.4	1
131819.38+144220.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.025	0.0	0.023	17.886	0.023	0	0	15.569	0.167	2.17984818796	0	1.4	1
131823.42+262622.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.044	0.0	0.018	19.446	0.017	0	0	15.561	0.232	6.35076801612	0	1.4	1
131823.73+123812.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.054	0.0	0.029	19.147	0.025	0	0	0	0	2.18990991003	0	1.4	1
131827.00+620036.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.02	0.0	0.016	17.976	0.017	0	0	14.851	0.117	22.4091946466	0	1.4	1
131827.41+431032.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.022	18.826	0.029	0	0	15.444	0.196	1.26948112753	0	1.4	1
131829.68+480032.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.063	0.0	0.038	19.671	0.034	0	0	0	0	3.23911411726	0	1.4	1
131831.21+481512.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.023	0.0	0.032	16.822	0.025	0	0	14.316	0.071	1.65968721649	0	1.4	1
131836.15+360215.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.058	0.0	0.023	19.125	0.017	0	0	17.237	17.237	1.31955120893	0	1.4	1
131837.77+230631.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.13	0.0	0.042	20.221	0.026	0	0	17.165	17.165	377.768941187	0	1.4	1
131843.38+515852.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.066	0.0	0.026	20.082	0.033	0	0	0	0	9.03704092268	0	1.4	1
131846.72+123501.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.035	0.0	0.029	18.729	0.024	0	0	16.484	0.307	1.67042218367	0	1.4	1
131846.96+113033.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.021	18.244	0.017	0	0	17.025	17.025	13.8556290895	0	1.4	1
131849.14+590115.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.017	19.16	0.023	0	0	16.216	0.286	4.73834031171	0	1.4	1
131854.39+613523.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.025	0.0	0.016	18.776	0.023	0	0	17.188	17.188	12.7416669468	0	1.4	1
131859.49+460740.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.062	0.0	0.021	18.604	0.03	0	0	17.109	17.109	1.16957007812	0	1.4	1
131902.62+090437.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.043	0.0	0.02	19.051	0.019	0	0	0	0	23.0794921875	0	1.4	1
131903.38+431034.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.039	0.0	0.019	18.528	0.018	0	0	14.925	0.103	3.77073705614	0	1.4	1
131905.86-015208.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.025	18.92	0.024	0	0	17.074	17.074	10.375911263	0	1.4	1
131906.47+493152.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.021	0.0	0.019	18.859	0.022	0	0	16.218	0.28	13.6529421144	0	1.4	1
131907.48+621721.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.096	0.0	0.025	19.186	0.017	0	0	0	0	207.982238851	0	1.4	1
131907.83+271828.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.024	0.0	0.016	18.747	0.019	0	0	15.217	0.199	1.69054310558	0	1.4	1
131909.08+090814.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.025	0.0	0.019	18.055	0.017	0	0	16.596	16.596	3.67135388811	0	1.4	1
131909.11+130800.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.045	0.0	0.019	19.098	0.023	0	0	17.31	17.31	1.2497589308	0	1.4	1
131909.26+205324.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.034	0.0	0.022	19.24	0.018	0	0	0	0	240.340106296	0	1.4	1
131913.78+264750.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.038	0.0	0.017	19.084	0.017	0	0	0	0	7.2181557514	0	1.4	1
131914.21+211015.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.048	0.0	0.026	19.541	0.024	0	0	0	0	27.1910669321	0	1.4	1
131926.27+143439.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.019	18.335	0.017	0	0	15.545	0.198	58.6713726517	0	1.4	1
131927.40+462812.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.021	0.0	0.021	18.574	0.018	0	0	17.047	17.047	1.1097527986	0	1.4	1
131932.79+071758.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.024	18.977	0.017	0	0	0	0	22.9311718445	0	1.4	1
131938.76-004940.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.023	0.0	0.033	17.552	0.012	0	0	15.184	0.148	1395.8098184	0	1.4	1
131946.20+514805.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.016	0.0	0.019	16.767	0.018	0	0	14.647	0.076	297.321454639	0	1.4	1
132001.17+071817.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.022	0.0	0.03	16.479	0.012	0	0	14.142	0.086	1.69991125334	0	1.4	1
132017.29+603531.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.027	0.0	0.024	18.657	0.022	0	0	0	0	16.2939451085	0	1.4	1
132018.19+390722.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.017	18.351	0.02	0	0	15.351	0.136	2.15986321965	0	1.4	1
132019.28+054656.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.045	0.0	0.025	19.655	0.02	0	0	17.223	17.223	4.14979123362	0	1.4	1
132023.38+543905.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.027	0.0	0.028	18.655	0.025	0	0	16.099	0.259	1.13038464352	0	1.4	1
132024.85-030455.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.044	0.0	0.031	19.438	0.019	0	0	0	0	71.7837676325	0	1.4	1
132033.21+331142.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.018	0.0	0.018	17.937	0.017	0	0	16.835	16.835	22.347361219	0	1.4	1
132039.69+152642.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.057	0.0	0.036	19.962	0.027	0	0	0	0	14.3359424506	0	1.4	1
132041.30+351609.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.023	19.475	0.018	0	0	17.506	17.506	9.37618675219	0	1.4	1
132045.25-002449.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.042	0.0	0.018	18.59	0.015	0	0	14.415	0.106	3.87995107147	0	1.4	1
132053.51+510639.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.065	0.0	0.025	20.329	0.023	0	0	0	0	2.5705511431	0	1.4	1
132053.63+103751.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.695	0.0	0.026	19.521	0.021	0	0	0	0	7.33206402944	0	1.4	1
132053.76+414613.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.022	0.0	0.029	18.191	0.017	0	0	15.234	0.133	1.87943040681	0	1.4	1
132055.46+230855.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.049	0.0	0.019	19.575	0.02	0	0	0	0	3.68151224161	0	1.4	1
132059.56+145916.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.027	0.0	0.025	18.603	0.015	0	0	0	0	2.37042516414	0	1.4	1
132102.84-033033.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.059	0.0	0.028	20.01	0.027	0	0	0	0	20.1570163887	0	1.4	1
132103.41+123748.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.025	0.0	0.029	18.667	0.017	0	0	17.667	17.667	7.53748132117	0	1.4	1
132105.45+520350.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.027	0.0	0.029	18.851	0.018	0	0	0	0	6.26940388831	0	1.4	1
132105.98+504634.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.026	0.0	0.022	17.729	0.011	0	0	13.937	0.053	4.05906727067	0	1.4	1
132106.65+374153.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.022	0.0	0.023	18.21	0.017	0	0	15.831	0.222	8.72622182771	0	1.4	1
132111.20+221612.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.034	0.0	0.027	18.732	0.028	0	0	15.107	0.173	383.377171511	0	1.4	1
132118.83+110649.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.034	0.0	0.021	18.983	0.029	0	0	15.664	0.254	1642.95719605	0	1.4	1
132119.98+223343.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.028	0.0	0.026	19.029	0.02	0	0	17.364	17.364	15.7770662397	0	1.4	1
132126.93+403523.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.023	0.0	0.017	18.242	0.023	0	0	17.111	17.111	31.277083455	0	1.4	1
132137.15+183156.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.059	0.0	0.036	19.962	0.022	0	0	0	0	1.80978193535	0	1.4	1
132143.01+182905.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.056	0.0	0.032	19.971	0.023	0	0	0	0	20.475110249	0	1.4	1
132144.01+434221.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.014	18.307	0.014	0	0	15.39	0.187	1.52063943494	0	1.4	1
132146.52+265150.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.026	0.0	0.015	17.195	0.015	0	0	14.551	0.078	2.62075394925	0	1.4	1
132149.29+283234.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.076	0.0	0.029	18.847	0.017	0	0	15.031	0.119	1.8898452739	0	1.4	1
132150.05+073215.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.043	0.0	0.024	18.73	0.017	0	0	0	0	3.36997166197	0	1.4	1
132159.48+190308.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.096	0.0	0.02	19.083	0.019	0	0	14.883	0.151	7.31857030037	0	1.4	1
132201.35+495835.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.027	0.0	0.02	17.998	0.02	0	0	15.702	0.249	1.20012435395	0	1.4	1
132206.75+561213.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.06	0.0	0.024	18.866	0.021	0	0	15.242	0.105	1.91084846991	0	1.4	1
132207.71+202719.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.038	0.0	0.017	18.277	0.014	0	0	15.442	0.216	1.7093313147	0	1.4	1
132211.11+071521.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.026	18.303	0.016	0	0	0	0	4.11932681473	0	1.4	1
132211.40+214812.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.043	0.0	0.02	18.801	0.024	0	0	17.095	17.095	247.529092102	0	1.4	1
132214.70+010801.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.042	0.0	0.018	19.018	0.025	0	0	0	0	1.04046206105	0	1.4	1
132217.27+294551.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.035	0.0	0.022	19.031	0.018	0	0	17.213	17.213	65.22682646	0	1.4	1
132220.14+184826.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.047	0.0	0.022	19.466	0.021	0	0	0	0	8.22671114915	0	1.4	1
132229.32+033901.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.023	19.14	0.018	0	0	0	0	8.10636676153	0	1.4	1
132239.55+231550.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.03	0.0	0.022	18.978	0.017	0	0	0	0	6.35076801612	0	1.4	1
132250.60+500334.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.02	0.0	0.032	18.422	0.019	0	0	16.976	16.976	85.6695032969	0	1.4	1
132250.69+473937.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.056	0.0	0.025	18.622	0.018	0	0	17.137	17.137	10.0467651145	0	1.4	1
132255.15+210701.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.05	0.0	0.039	20.153	0.024	0	0	0	0	15.7625417145	0	1.4	1
132255.66+391207.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.037	0.0	0.025	17.62	0.017	0	0	15.199	0.129	101.02439282	0	1.4	1
132300.27+113855.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.053	0.0	0.017	18.467	0.023	0	0	15.771	0.27	2.64013569527	0	1.4	1
132303.48+273301.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.054	0.0	0.022	19.11	0.017	0	0	17.117	17.117	1.44021141544	0	1.4	1
132304.23+394855.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.052	0.0	0.028	18.991	0.019	0	0	17.52	17.52	10.1959160018	0	1.4	1
132305.56+524126.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.052	0.0	0.024	19.291	0.021	0	0	15.79	0.253	1.59965470939	0	1.4	1
132315.25+485817.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.053	0.0	0.022	19.577	0.023	0	0	0	0	1.65054074191	0	1.4	1
132316.14+520112.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.029	18.889	0.017	0	0	15.866	0.256	1.67042218367	0	1.4	1
132320.09+013421.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.035	0.0	0.022	19.204	0.018	0	0	17.086	17.086	1.04046206105	0	1.4	1
132323.48+445043.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.022	0.0	0.017	16.539	0.013	0	0	14.713	0.117	4.84871043601	0	1.4	1
132324.14+251809.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.019	0.0	0.025	17.828	0.014	0	0	0	0	5.77067012414	0	1.4	1
132330.43+545955.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.041	0.0	0.016	18.819	0.012	0	0	0	0	5.21946811533	0	1.4	1
132340.91+425417.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.035	0.0	0.016	17.775	0.024	0	0	13.836	0.064	2.35085719829	0	1.4	1
132343.87+200316.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.023	18.931	0.018	0	0	16.088	0.268	1.42045097402	0	1.4	1
132352.08+492157.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.016	17.813	0.015	0	0	15.432	0.208	3.07062123456	0	1.4	1
132355.67+250834.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.028	0.0	0.015	17.702	0.02	0	0	16.232	0.288	99.3633554337	0	1.4	1
132357.31+512048.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.034	19.23	0.028	0	0	0	0	2.45938346537	0	1.4	1
132401.53+032020.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.094	0.0	0.024	19.275	0.025	0	0	15.701	0.253	2.08942241247	0	1.4	1
132404.20+433407.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.015	18.994	0.014	0	0	14.868	0.133	3.85856880528	0	1.4	1
132407.93+013313.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.036	0.0	0.021	18.7	0.018	0	0	16.547	16.547	6.10978951575	0	1.4	1
132414.78+453915.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.044	0.0	0.015	19.243	0.016	0	0	17.338	17.338	38.0913398344	0	1.4	1
132418.25+584911.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.023	0.0	0.026	17.833	0.017	0	0	13.854	0.043	5.79196926893	0	1.4	1
132422.26+070408.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.074	0.0	0.022	18.996	0.032	0	0	0	0	1.9196685457	0	1.4	1
132422.54+245222.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.034	0.0	0.017	18.233	0.022	0	0	15.448	0.13	4.88906992714	0	1.4	1
132427.41+123035.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.023	0.0	0.016	18.628	0.021	0	0	0	0	151.784089193	0	1.4	1
132431.01+233503.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.06	0.0	0.036	19.974	0.025	0	0	0	0	8.83133275695	0	1.4	1
132439.50+113523.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.036	0.0	0.022	18.889	0.018	0	0	17.402	17.402	1.31955120893	0	1.4	1
132450.10+474357.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.042	0.0	0.021	19.876	0.032	0	0	0	0	2.35953404981	0	1.4	1
132451.44+262128.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.024	0.0	0.014	18.799	0.021	0	0	17.224	17.224	40.0706372286	0	1.4	1
132457.51+325145.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.026	0.0	0.018	17.852	0.012	0	0	16.1	0.269	57.6535758743	0	1.4	1
132459.25+170651.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.048	0.0	0.022	19.258	0.016	0	0	0	0	26.7686364133	0	1.4	1
132459.42+292232.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.737	0.0	0.023	20.233	0.027	0	0	0	0	1.49013717349	0	1.4	1
132508.60+061112.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.016	18.172	0.019	0	0	15.111	0.15	1.80978193535	0	1.4	1
132512.49+112329.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	1.014	0.0	0.067	19.428	0.022	0	0	0	0	69.3787145417	0	1.4	1
132514.96+330555.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.021	0.0	0.022	17.791	0.016	0	0	14.663	0.096	1.30986412866	0	1.4	1
132527.11+193209.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.056	0.0	0.032	19.749	0.025	0	0	17.874	17.874	8.16631727379	0	1.4	1
132533.49+124409.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.187	0.0	0.023	20.061	0.023	0	0	0	0	5.48057655975	0	1.4	1
132534.56+495341.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.183	0.0	0.034	20.04	0.027	0	0	0	0	14.4153851023	0	1.4	1
132550.78+355333.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.026	0.0	0.016	18.122	0.015	0	0	0	0	1.55033748899	0	1.4	1
132557.32+165053.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.045	0.0	0.022	19.225	0.017	0	0	0	0	13.6278156151	0	1.4	1
132602.33+065751.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.068	0.0	0.024	18.694	0.022	0	0	17.054	17.054	54.4034258877	0	1.4	1
132607.11+492734.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.037	0.0	0.02	18.634	0.014	0	0	0	0	2.25957233545	0	1.4	1
132608.73+415829.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.027	0.0	0.023	18.255	0.018	0	0	15.942	0.25	1.36027353579	0	1.4	1
132613.76+285143.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.024	0.0	0.014	17.845	0.013	0	0	15.534	0.195	20.4939772096	0	1.4	1
132615.16-030357.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.026	0.0	0.031	17.221	0.013	0	0	15.435	0.195	6.28096320031	0	1.4	1
132617.40+181637.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.026	0.0	0.035	18.346	0.017	0	0	15.024	0.109	1.22018659331	0	1.4	1
132626.68+032627.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.023	0.0	0.025	17.294	0.017	0	0	15.192	0.189	336.686923231	0	1.4	1
132629.07+362334.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.024	0.0	0.024	18.188	0.015	0	0	14.528	0.069	1.75075852165	0	1.4	1
132631.44+473755.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.03	18.61	0.024	0	0	16.091	0.256	14.035447011	0	1.4	1
132637.32+305517.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.026	19.155	0.018	0	0	0	0	5.4103610629	0	1.4	1
132638.17+172309.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.064	0.0	0.032	20.176	0.031	0	0	0	0	6.6869218697	0	1.4	1
132641.25+170842.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.022	18.844	0.015	0	0	16.391	0.302	1.90031785499	0	1.4	1
132644.96+434804.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.021	0.0	0.027	17.678	0.016	0	0	14.844	0.086	7.69885692688	0	1.4	1
132650.71+561020.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.016	18.463	0.011	0	0	16.768	16.768	1.80978193535	0	1.4	1
132654.70+213126.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.019	0.0	0.014	17.335	0.02	0	0	15.657	0.203	21.2630837081	0	1.4	1
132700.86+221050.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.035	0.0	0.017	18.699	0.03	0	0	16.079	0.271	1206.77484529	0	1.4	1
132703.21+031311.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.053	0.0	0.019	18.965	0.015	0	0	15.062	0.168	60.7052495701	0	1.4	1
132706.31+463133.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.04	0.0	0.044	19.701	0.023	0	0	0	0	1.09050145385	0	1.4	1
132709.41+305430.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.035	0.0	0.014	18.451	0.018	0	0	17.3	17.3	3.56144505793	0	1.4	1
132718.72+024757.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.036	0.0	0.023	19.551	0.021	0	0	0	0	79.2914297452	0	1.4	1
132720.98+432627.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.015	19.207	0.017	0	0	16.044	0.261	588.879246351	0	1.4	1
132725.12+500849.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.025	19.317	0.016	0	0	0	0	263.527686212	0	1.4	1
132725.60+403022.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.09	0.0	0.026	19.805	0.029	0	0	16.291	0.301	1.86048532559	0	1.4	1
132730.18+050627.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.054	0.0	0.028	20.0	0.023	0	0	0	0	3.050887889	0	1.4	1
132731.68+455228.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.026	18.936	0.025	0	0	15.893	0.235	12.4516311974	0	1.4	1
132735.57+240742.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.024	0.0	0.022	17.853	0.018	0	0	15.348	0.222	46.8625858366	0	1.4	1
132744.48+511404.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.073	0.0	0.022	19.397	0.021	0	0	0	0	6.65007049173	0	1.4	1
132744.74+145412.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.02	0.0	0.019	17.044	0.017	0	0	15.129	0.136	80.2465276129	0	1.4	1
132747.58+212902.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.022	0.0	0.016	17.895	0.022	0	0	15.061	0.118	11.5458589839	0	1.4	1
